budget,trial,feature,importance,kind
5,0,whitened_component_58,0.016999402194694077,"impurity; transformed axes, not raw spectral features"
5,0,whitened_component_59,0.0,"impurity; transformed axes, not raw spectral features"
5,0,whitened_component_60,0.0,"impurity; transformed axes, not raw spectral features"
5,0,coordinate_x,0.018018228768560268,"impurity; transformed axes, not raw spectral features"
5,0,coordinate_y,0.009653585672764493,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_01,0.015504118665351084,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_02,0.016954076031927775,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_03,0.01196099456920418,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_04,0.017998415888728577,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_05,0.011717299328985449,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_06,0.010755998502609282,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_07,0.009223784307421197,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_08,0.009923845827904369,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_09,0.01622246852402621,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_10,0.03116647022661769,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_11,0.0287987638686253,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_12,0.025684927792554917,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_13,0.0178510793711273,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_14,0.018379669299555063,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_15,0.011391469499160287,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_16,0.010759984680708328,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_17,0.009878342019737418,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_18,0.023051192745872053,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_19,0.01599547920345019,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_20,0.025062088580749115,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_21,0.014294209891191281,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_22,0.021472325408328538,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_23,0.013675395254382041,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_24,0.020284203959213234,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_25,0.016943123660817298,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_26,0.02089755739476876,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_27,0.013369809349385284,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_28,0.011196423905932089,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_29,0.016039251814913624,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_30,0.011942610577511437,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_31,0.01696708041520563,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_32,0.016468752725859653,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_33,0.019669151790352547,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_34,0.026996560435670523,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_35,0.011504230064385194,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_36,0.01399583795932784,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_37,0.012582807745673316,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_38,0.02018686075738555,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_39,0.009647478249119495,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_40,0.011915875193600673,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_41,0.02698272387057745,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_42,0.029414509457953323,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_43,0.03542585984176824,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_44,0.020681634996549472,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_45,0.01734112046366662,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_46,0.018722038855087716,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_47,0.00971280335864285,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_48,0.008181677166062553,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_49,0.0120575433478196,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_50,0.022467543473291305,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_51,0.015361932387882709,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_52,0.010036031791934644,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_53,0.011036976330149521,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_54,0.00932676077212093,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_55,0.015682576255836765,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_56,0.011677057517753102,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_57,0.009313816590350377,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_58,0.02543664487888682,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_59,0.0,"impurity; transformed axes, not raw spectral features"
25,0,whitened_component_60,0.01009012121795575,"impurity; transformed axes, not raw spectral features"
25,0,coordinate_x,0.013359706874253753,"impurity; transformed axes, not raw spectral features"
25,0,coordinate_y,0.00936090506411666,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_01,0.023889305951919616,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_02,0.01826631871027518,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_03,0.012176351806562864,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_04,0.018301284685288077,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_05,0.014194669371820484,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_06,0.010095780381078579,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_07,0.006953150077886738,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_08,0.008391393899124314,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_09,0.01166917848344368,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_10,0.017282544661958874,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_11,0.014907765809825077,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_12,0.018499530194215415,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_13,0.013601789921518597,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_14,0.012214290006400029,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_15,0.012991133201442222,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_16,0.010624335057360998,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_17,0.01222611877436048,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_18,0.018471310442330763,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_19,0.016222115395366814,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_20,0.01329442830582919,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_21,0.014883532426296834,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_22,0.01334797073316869,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_23,0.019400339514949252,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_24,0.027184710596521656,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_25,0.017770499714818595,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_26,0.032828449796621445,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_27,0.014947751807304295,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_28,0.00996351957147358,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_29,0.015897708717202457,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_30,0.01773284407726353,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_31,0.02533948215302882,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_32,0.014493816484550365,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_33,0.009906811259378118,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_34,0.02337011295953598,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_35,0.01819837047308437,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_36,0.016790613883191585,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_37,0.019056100408952635,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_38,0.019397687659717475,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_39,0.011152336867524964,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_40,0.009819546014929372,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_41,0.0189920633874306,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_42,0.025850954235764948,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_43,0.05312164268583765,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_44,0.0195271941500838,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_45,0.02012072495429918,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_46,0.02662482550045576,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_47,0.011158590917364784,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_48,0.010510289026359513,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_49,0.010660743361670258,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_50,0.013508390874304266,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_51,0.017296352248576834,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_52,0.012060330392395027,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_53,0.0109287479702759,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_54,0.010922995777742701,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_55,0.014188313960501277,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_56,0.010144006722912578,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_57,0.008392623492825964,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_58,0.019774102866183606,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_59,0.0,"impurity; transformed axes, not raw spectral features"
50,0,whitened_component_60,0.01509153691242136,"impurity; transformed axes, not raw spectral features"
50,0,coordinate_x,0.025060015949833737,"impurity; transformed axes, not raw spectral features"
50,0,coordinate_y,0.010310554355237984,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_01,0.015059629518270645,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_02,0.018295006454564267,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_03,0.014195397613594552,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_04,0.01948449912154965,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_05,0.017572030959960874,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_06,0.010554358150505212,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_07,0.009658066577564866,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_08,0.010755287524045459,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_09,0.017982806300686077,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_10,0.01978069739635169,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_11,0.017469969883949804,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_12,0.018531875036759092,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_13,0.017181553209827605,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_14,0.010777414349531347,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_15,0.009897972730267476,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_16,0.009599051126523768,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_17,0.008817961950960048,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_18,0.013315510997095681,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_19,0.010584448011750725,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_20,0.014048256991302353,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_21,0.011952579338781638,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_22,0.01319075223353342,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_23,0.020055436045034836,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_24,0.028587040979012265,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_25,0.022876711759086978,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_26,0.03311998374725001,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_27,0.01654104524459016,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_28,0.015514233556069448,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_29,0.011494553883812465,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_30,0.011393885828150534,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_31,0.016688186055788014,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_32,0.009543794423489703,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_33,0.01199213442814472,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_34,0.019642052752193922,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_35,0.013920373681079075,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_36,0.01707546269467855,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_37,0.018277716487301324,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_38,0.021660831985015224,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_39,0.011283536369980342,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_40,0.010538175387720464,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_41,0.019166902608008275,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_42,0.019696290679112972,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_43,0.05233963104978038,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_44,0.0230804727735408,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_45,0.026229116038234378,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_46,0.026112955763238372,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_47,0.012068461356242012,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_48,0.011062360362839063,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_49,0.009755782415960488,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_50,0.014718368202515701,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_51,0.014351950587547084,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_52,0.01110900177204021,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_53,0.010911091593811116,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_54,0.01300345591780727,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_55,0.014485167211928156,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_56,0.010912599561110554,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_57,0.009596413883728295,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_58,0.01669690970619033,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_59,0.0,"impurity; transformed axes, not raw spectral features"
100,0,whitened_component_60,0.021093773594823513,"impurity; transformed axes, not raw spectral features"
100,0,coordinate_x,0.026436741182333988,"impurity; transformed axes, not raw spectral features"
100,0,coordinate_y,0.018262272953432742,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_01,0.011600276461843077,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_02,0.021212470344521134,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_03,0.011819592969503447,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_04,0.025497402080337107,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_05,0.01411788520775808,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_06,0.01009339042528522,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_07,0.0089558492099512,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_08,0.009380550005966454,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_09,0.019941951750654635,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_10,0.016559844481545242,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_11,0.018587599457676435,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_12,0.02614723342889257,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_13,0.013399745858057623,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_14,0.009750649338162658,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_15,0.01008384113717054,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_16,0.010965140523737444,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_17,0.009672468036776335,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_18,0.014377668385750955,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_19,0.009201961940420503,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_20,0.010094335276479278,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_21,0.00978249332172662,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_22,0.010233460551948891,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_23,0.030460715447904997,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_24,0.03262378034459734,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_25,0.02127178951651001,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_26,0.0371594530053464,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_27,0.018847921953224763,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_28,0.0146794863936444,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_29,0.010701657138758001,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_30,0.010662953017771645,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_31,0.016926456613918707,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_32,0.010483788900417443,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_33,0.012344307810452508,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_34,0.028120308602507662,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_35,0.01141476477905007,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_36,0.0172995564457282,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_37,0.016768296066796584,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_38,0.021633936981023005,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_39,0.010948170863694474,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_40,0.010957480328601596,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_41,0.013385743919496044,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_42,0.014472114122400166,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_43,0.05097657996198735,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_44,0.019951794927397088,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_45,0.028883773339420136,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_46,0.0326512130825106,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_47,0.010477908213083186,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_48,0.010135103486051586,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_49,0.009276693626010643,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_50,0.018539035759426767,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_51,0.012011807285175957,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_52,0.01098463341065653,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_53,0.00957187558189042,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_54,0.009589262406949144,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_55,0.010761550920468339,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_56,0.01065988921211617,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_57,0.009310983971438206,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_58,0.013438189171536007,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_59,0.0,"impurity; transformed axes, not raw spectral features"
200,0,whitened_component_60,0.022345509900458638,"impurity; transformed axes, not raw spectral features"
200,0,coordinate_x,0.028945826740141064,"impurity; transformed axes, not raw spectral features"
200,0,coordinate_y,0.018849876557272337,"impurity; transformed axes, not raw spectral features"
